obs,id,time..2,elapsed,date,hhmmss,averaging,TIME..7,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo..38,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,ID..64,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,ID..72,Duration,Fo..74,F1,F2,Fmax,T@HIR,T@F1,T@F2,T@Fmax,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME..90,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time..141,hhmmss..142,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_hum,AccH2O_des,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
11,r14_hn_ni,1634312417,1062.1,10/15/21 10:40,10:40:16,none,1634312417,0.002260069,2.260069384,11.6430043,991.659,773.8878847,70.42633121,90.24421569,0.10195709,2.764518802,0.099913248,0.062625998,241.7687639,27.73978157,26.6498,3.506200675,42.38967336,1.504347822,3.548854479,2.001852853,-99.66905982,30.62787159,2.385048349,175.112624,2,0,1,0,48076.27188,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-113-20211015-10_40_16,10385.9,1026.8568,1191.94,0.138499589,0.5,1261.3788,11.6430043,87.35022262,0.010023162,-1,NA,-,0,NA,NA,NA,NA,0.138499589,NA,NA,NA,113,300,300,300,10385.9,1162.33,-0.00737354,-1.04,-,-,-,-,-,-,-,-,-,-,1500.2,1261.3788,0.840807092,0.161157688,6,0.5,0: Broadleaf,2,1634312417,991.659,999.99,16.5307,15.197,984.797,17.2867,999.944,90.8986,0.104674,26.8553,26.6498,999.9,0,0,9997.5,0,23.5921,-8.3316,1008.33,1015.42,1.3337,999.99,15.197,1.50262,1.38139,12.9948,11.7149,1500.2,0.973009,0.0269914,0,1025.77,5.00005,15467.8,12459.8,42.062,43.937,43.125,43.437,44.125,1454.84,40.36,0,121.1999998,0,1026.8568,-8.354615394,-119.7000002,15480.168,15,1634312375,10:39:35,1634312375,1634312369,12,0.946,-0.003,6.861,-0.756,1000,15,0.32,0.06,-8.42523,0.586102739,0.074281994,0,1.36041225,-0.149853546,0.014454396,1,1,2,2-Jan,3.82274,2.70787,0.166557,0.167863,0.0825875,0.0748805,24404.7,20514.3,26287.6,24053.9,41180.9,36719.2,47534.3,42872.6,2.68488,1.73335,0.146184,0,24.253,999.9,43.761,26.969,17.2003,56.6172,48.6218,3,-0.203387,-0.353619,20.2468,5.23466,11.986,4.95595,3.304,907.6,9999,2722.8,12.8,1.86816,1.86386,1.87149,1.8623,1.86174,1.86824,1.85837,1.8648,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.862,-0.756,6.861380952,0,0,0,-0.75595,0,0,0,-1,-1,-1,-1,0.7,0.8,3.11157,2.31445,2.64893,2.89917,2.84424,2.33276,32.1344,16.0583,18,1184.77,363.864,25,24.7592,30.0002,24.6533,24.5951,62.2516,0,100,25,1000,22.444,109.921,99.8497
12,r14_hn_ni,1634312520,1165.1,10/15/21 10:41,10:41:59,none,1634312520,0.001843779,1.843779162,12.00320515,1191.44,913.1210063,83.09468819,108.4219229,0.081273868,2.773367,0.079973524,0.05009855,241.7639759,27.88863768,26.7101,3.518669959,41.56263885,1.478261537,3.556707606,2.040408422,-81.31066106,27.33184684,2.122629947,189.9077916,2,0,1,0,48311.33788,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-114-20211015-10_41_59,10385.7,1020.442,1187.17,0.140441554,0.5,1261.3536,12.00320515,88.57323004,0.010308929,-1,NA,-,0,NA,NA,NA,NA,0.140441554,NA,NA,NA,114,300,300,300,10385.7,1157.34,-0.00737338,-0.76,-,-,-,-,-,-,-,-,-,-,1500.17,1261.3536,0.840807109,0.161157719,6,0.5,0: Broadleaf,2,1634312520,1191.44,1199.96,16.2445,15.1562,1183.89,16.9948,999.997,90.897,0.103741,26.8929,26.7101,999.9,0,0,10050,0,23.5921,-8.52063,1211.11,1218.43,1.08839,1199.96,15.1562,1.47658,1.37765,12.7278,11.6738,1500.17,0.973009,0.0269914,0,1019.56,5.00005,15370.1,12459.5,42.125,43.937,43.125,43.437,44.125,1454.81,40.36,0,102.1999998,0,1020.442,-9.640000022,-134.5846156,15384.556,15,1634312491,10:41:30,1634312491,1634312487,13,0.687,0.006,7.549,-0.75,1200,15,0.37,0.07,-8.63560878,-0.057146132,0.066160816,1,1.115380976,-0.144419791,0.014265317,1,2,2,2-Feb,3.82281,2.7074,0.18695,0.188118,0.0815556,0.0747275,23805.5,20014.1,26285,24052.3,41224.1,36724.6,47529.3,42871.4,2.68535,1.73347,0.14773,0,24.2882,999.9,43.633,26.969,17.1495,55.6772,48.5296,3,-0.201387,-0.338197,20.2466,5.23511,11.986,4.95715,3.304,910.6,9999,2722.8,12.8,1.86819,1.86386,1.87149,1.86229,1.86173,1.86823,1.85837,1.8648,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.55,-0.7503,7.549,0,0,0,-0.750245,0,0,0,-1,-1,-1,-1,0.5,0.6,3.57544,2.30103,2.64893,2.89917,2.84424,2.31567,32.1124,16.0583,18,1185.95,364.104,25.0001,24.7862,30.0003,24.6801,24.6214,71.5629,0,100,25,1200,22.444,109.909,99.8456
13,r14_hn_ni,1634312611,1256.6,10/15/21 10:43,10:43:31,none,1634312611,0.001510146,1.510145898,12.50959039,1491.043,1131.411269,102.9698776,135.7000053,0.065188017,2.761482927,0.064345038,0.040290479,241.7607839,28.01474005,26.7882,3.534877595,40.90551244,1.457499801,3.563088968,2.077377794,-66.59743408,20.12817953,1.570763228,196.8622926,1,0,1,0,47982.87757,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-115-20211015-10_43_30,10385.6,1015.725769,1186.22,0.143729014,0.5,1261.3368,12.50959039,90.64534717,0.010710534,-1,NA,-,0,NA,NA,NA,NA,0.143729014,NA,NA,NA,115,300,300,300,10385.6,1153.67,-0.00737328,-1.19,-,-,-,-,-,-,-,-,-,-,1500.15,1261.3368,0.840807119,0.16115774,6,0.5,0: Broadleaf,2,1634312611,1491.043,1499.9,16.0147,15.1231,1482.5,16.7617,999.974,90.9062,0.103922,26.9234,26.7882,999.9,0,0,9978.75,0,23.5365,-9.85034,1514.29,1522.93,0.888398,1499.9,15.1231,1.45555,1.37478,12.509,11.6423,1500.15,0.973009,0.0269914,0,1014.42,5.00005,15297.2,12459.4,42.125,43.937,43.187,43.437,44.125,1454.79,40.36,0,90.79999995,0,1015.725769,-10.79008547,-149.8632479,15314.13462,15,1634312633,10:43:53,1634312633,1634312631,14,0.994,0.003,8.543,-0.747,1500,15,0.39,0.1,-9.85101,0.067774784,0.07423782,1,0.9112045,-0.13095654,0.012616516,1,2,2,2-Feb,3.82278,2.70697,0.214294,0.21528,0.0807362,0.0746121,23003.2,19344.3,26282.2,24051.2,41259.5,36727.9,47526.1,42869.2,2.68547,1.7362,0.149343,0,24.3401,999.9,43.56,26.999,17.1484,55.9572,48.4856,3,-0.199832,-0.335839,20.2468,5.23376,11.986,4.95735,3.304,913.4,9999,2722.8,12.9,1.86815,1.86386,1.87149,1.86224,1.86172,1.86817,1.85836,1.86479,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,8.543,-0.747,7.549,0,0,0,-0.750245,0,0,0,-1,-1,-1,-1,2,2.1,4.22852,2.20093,2.64893,2.90039,2.84424,2.34497,32.1344,16.0496,18,1186.58,365.639,25,24.8071,30.0001,24.7014,24.6423,84.6036,0,100,25,1500,22.444,109.901,99.8407
14,r14_hn_ni,1634312714,1359.6,10/15/21 10:45,10:45:14,none,1634312714,0.00119656,1.196559644,11.92629124,1496.04,1067.315739,97.13391962,136.1511161,0.050670013,2.764613802,0.050159687,0.031395226,241.7065199,28.12820206,26.8619,3.550231857,40.31075948,1.438749372,3.569144789,2.111482485,-52.76828032,13.47374568,1.05081275,203.462798,5,1,1,0,48063.42126,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-116-20211015-10_45_13,10385.5,1005.2388,1173.08,0.143077369,0.5,1261.0512,11.92629124,90.21394392,0.01025041,-1,NA,-,0,NA,NA,NA,NA,0.143077369,NA,NA,NA,116,300,300,300,10385.5,1143.95,-0.00737317,-0.46,-,-,-,-,-,-,-,-,-,-,1499.81,1261.0512,0.840807302,0.161158093,6,0.5,0: Broadleaf,2,1634312714,1496.04,1504.27,15.8091,15.1025,1487.57,16.5571,999.98,90.9037,0.103971,26.9523,26.8619,999.9,0,0,9997.5,0,23.5365,-8.2229,1520.07,1527.33,0.706601,1504.27,15.1025,1.4371,1.37287,12.3149,11.6213,1499.81,0.973003,0.0269971,0,1005.14,5.00005,15154,12456.5,42.125,44,43.187,43.5,44.187,1454.45,40.36,0,102.3,0,1005.2388,-0.263076931,-32.47692309,15159.104,15,1634312682,10:44:42,1634312682,1634312682,15,-0.071,-0.001,8.472,-0.748,1509,15,0.44,0.09,-8.22411875,0.067202814,0.085034944,1,0.7213383,-0.091298094,0.008835786,1,2,2,2-Feb,3.82278,2.70718,0.214705,0.215632,0.0800022,0.0745307,22988.3,19335.3,26279,24051,41288.2,36731.1,47520.7,42869.2,2.68105,1.73533,0.151295,0,24.382,999.9,43.462,26.999,17.1109,56.1272,48.5337,3,-0.197744,-0.316855,20.2471,5.23271,11.986,4.95575,3.30398,916.1,9999,2722.8,12.9,1.86814,1.86386,1.87149,1.86227,1.86172,1.86818,1.85836,1.86479,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,8.47,-0.748,8.471904762,0,0,0,-0.748025,0,0,0,-1,-1,-1,-1,0.5,0.5,4.23706,0,2.64893,2.90039,2.84424,2.31689,32.1344,16.0408,18,1181.61,365.381,25.0001,24.8343,30.0002,24.7296,24.6707,100,0,100,25,2000,22.444,109.888,99.8403
15,r14_hn_ni,1634312796,1441.1,10/15/21 10:46,10:46:35,none,1634312796,0.001093414,1.093413814,5.001478728,396.683,209.0747497,19.02785806,36.10205358,0.045837246,2.766558723,0.045419482,0.028424393,241.7394569,28.17671357,26.922,3.562795834,40.07198723,1.431976015,3.573508863,2.130819819,-48.21954921,7.62160148,0.594228546,201.7357377,3,0,1,0,48113.08421,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-117-20211015-10_46_35,10384.4,887.54444,1010.74,0.121886499,0.5,1261.2273,5.001478728,76.86329002,0.004758443,-1,NA,-,0,NA,NA,NA,NA,0.121886499,NA,NA,NA,117,300,300,300,10384.4,993.25,-0.00737231,1.82,-,-,-,-,-,-,-,-,-,-,1500.02,1261.2273,0.840806989,0.161157489,6,0.5,0: Broadleaf,2,1634312796,396.683,399.944,15.7343,15.0886,392.166,16.4853,1000.04,90.9054,0.104433,26.9731,26.922,999.9,0,0,10008.8,0,23.5365,0.693787,407.044,406.072,0.648693,399.944,15.0886,1.43061,1.37164,12.246,11.6076,1500.02,0.973009,0.0269914,0,893.788,5.00005,13494,12458.3,42.187,44,43.187,43.5,44.187,1454.67,40.35,0,80.79999995,0,887.54444,52.01815384,794.6153846,13398.184,15,1634312818,10:46:57,1634312818,1634312816,16,-3.955,-0.003,4.517,-0.751,400,15,0.65,0.19,0.71205922,-0.091894746,0.034913809,1,0.648853171,0.006218655,0.000908836,1,2,2,2-Feb,3.82286,2.70774,0.0875973,0.0888769,0.0797435,0.0744779,26704.7,22456.2,26277.7,24050.1,41293.6,36729.1,47517.2,42867.7,2.68278,1.72715,0.152029,0,24.4303,999.9,43.438,26.999,17.1023,56.4572,48.6579,3,-0.196133,-0.305158,20.2471,5.23391,11.986,4.957,3.304,918.6,9999,2722.8,12.9,1.86814,1.86386,1.87149,1.86228,1.86173,1.86819,1.85837,1.8648,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.517,-0.751,8.471904762,0,0,0,-0.748025,0,0,0,-1,-1,-1,-1,1.9,1.9,1.51733,2.30957,2.64893,2.89795,2.84424,2.30347,32.1344,16.0321,18,1184.28,361.36,25,24.8593,30.0002,24.7524,24.6935,30.4017,0,100,25,400,22.444,109.881,99.8367
16,r13_hn_yi,1634314297,2942,10/15/21 11:11,11:11:36,none,1634314297,0.003015055,3.015055124,11.13579614,392.641,250.141015,22.77093143,35.74304393,0.139151565,2.773311351,0.135385897,0.084946028,241.7613629,27.46313644,26.4778,3.470844955,42.40347589,1.498884517,3.534815213,1.971960439,-132.963931,46.36452756,3.594734412,158.7566939,5,1,1,0,48327.44204,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-118-20211015-11_11_36,10415.6,1382.4336,1673.46,0.173906995,0.5,1261.3371,11.13579614,109.6776724,0.009621374,-1,NA,-,0,NA,NA,NA,NA,0.173906995,NA,NA,NA,118,300,300,300,10415.6,1624.98,-0.00739501,-2.5,-,-,-,-,-,-,-,-,-,-,1500.15,1261.3371,0.840807319,0.161158126,6,0.5,0: Broadleaf,2,1634314297,392.641,400.033,16.4654,14.6861,387.989,17.2184,999.97,90.9284,0.103978,26.7879,26.4778,999.9,0,0,10046.2,0,23.5365,-7.39163,399.214,405.995,1.77929,400.033,14.6861,1.49717,1.33538,12.9393,11.2031,1500.15,0.973001,0.0269994,0,1380.42,5.00005,20695.3,12459.3,41.937,43.875,43,43.437,44,1454.78,40.37,0,1500.3,0,1382.4336,-16.17999999,-233.9076922,20720.924,15,1634314264,11:11:03,1634314261,1634314264,17,0.135,-0.002,4.652,-0.753,400,15,0.19,0.06,-7.353553,0.088450582,0.041455571,1,1.772974,0.02974469,0.003071897,1,2,2,2-Feb,3.82277,2.70761,0.0869043,0.0889082,0.0823534,0.0730373,26711.1,22461.6,26263.9,24056.7,41153.8,36797.7,47493.2,42880.7,2.68022,1.72637,0.138953,0,24.1991,999.9,42.083,27.211,16.772,55.9673,48.5897,3,-0.199116,-0.374698,20.2471,5.23391,11.986,4.9573,3.304,963.4,9999,2722.8,13.3,1.86819,1.86385,1.87149,1.86226,1.86172,1.86824,1.85837,1.86479,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.652,-0.753,4.652047619,0,0,0,-0.75304,0,0,0,-1,-1,-1,-1,0.6,0.6,1.51611,2.323,2.64893,2.89917,2.84424,2.34985,32.3107,15.7957,18,1181.13,361.02,24.9999,24.8356,30.0001,24.7565,24.7017,30.3831,0,100,25,400,22.444,109.824,99.866
17,r13_hn_yi,1634314412,3057,10/15/21 11:13,11:13:31,none,1634314412,0.003134152,3.134152185,8.74624329,294.201,187.0654738,17.02836767,26.7807987,0.145423031,2.766916505,0.141306473,0.088676696,241.6975229,27.43491886,26.4459,3.464322038,42.43715431,1.500375038,3.535522262,1.963947,-138.2161114,51.5233189,4.003367322,159.0080978,4,0,1,0,48152.42909,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-119-20211015-11_13_31,10414.8,1312.489231,1579.34,0.168963472,0.5,1261.0011,8.74624329,106.5315618,0.007728973,-1,NA,-,0,NA,NA,NA,NA,0.168963472,NA,NA,NA,119,300,300,300,10414.8,1537.25,-0.00739433,-1.42,-,-,-,-,-,-,-,-,-,-,1499.75,1261.0011,0.840807535,0.161158542,6,0.5,0: Broadleaf,2,1634314412,294.201,300.002,16.4824,14.6329,290.037,17.2406,999.998,90.9246,0.104318,26.7913,26.4459,999.9,0,0,10008.8,0,23.5782,-5.8009,299.132,304.457,1.84952,300.002,14.6329,1.49866,1.33049,12.9545,11.1478,1499.75,0.972995,0.027005,0,1313.21,5.00005,19680.6,12456,41.937,43.812,43,43.437,44,1454.38,40.37,0,114.6000001,0,1312.489231,6.610598301,79.92478646,19673.75385,15,1634314379,11:12:58,1634314374,1634314379,18,-0.488,-0.005,4.164,-0.758,300,15,0.57,0.05,-5.81968,-0.013778837,0.03045644,1,1.84275125,0.042671257,0.004193635,1,2,2,2-Feb,3.82281,2.70762,0.068922,0.0708587,0.0824313,0.0728436,27237.1,22907.3,26263.9,24057.5,41149.4,36806.2,47492.8,42882,2.682,1.72645,0.134066,0,24.2475,999.9,41.961,27.221,16.7344,55.8973,48.5777,3,-0.200488,-0.371923,20.2471,5.23271,11.986,4.95575,3.304,966.7,9999,2722.8,13.4,1.86818,1.86382,1.8715,1.86225,1.86173,1.86815,1.85837,1.86479,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.164,-0.7582,4.1642,0,0,0,-0.75818,0,0,0,-1,-1,-1,-1,0.6,0.6,1.20728,2.33154,2.64893,2.89795,2.84424,2.32422,32.3328,15.7694,18,1182.99,360.949,24.9999,24.8196,30,24.7393,24.6852,24.1988,0,100,25,300,22.444,109.824,99.8692
18,r13_hn_yi,1634314493,3138,10/15/21 11:14,11:14:52,none,1634314493,0.003251066,3.251066333,5.727035597,196.156,128.3768206,11.68707464,17.85750575,0.151505791,2.751143653,0.147018576,0.092278698,241.7208839,27.41464476,26.4331,3.461707702,42.50372433,1.503471328,3.537269619,1.958236375,-143.3720253,54.37398612,4.248993032,156.9718378,0,0,1,0,47721.96498,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-120-20211015-11_14_52,10413.3,1202.048,1418.74,0.152735526,0.5,1261.1268,5.727035597,96.3094325,0.005334147,-1,NA,-,0,NA,NA,NA,NA,0.152735526,NA,NA,NA,120,300,300,300,10413.3,1386.53,-0.00739303,0.55,-,-,-,-,-,-,-,-,-,-,1499.9,1261.1268,0.840807254,0.161158,6,0.5,0: Broadleaf,2,1634314493,196.156,199.975,16.5149,14.5964,192.616,17.2749,999.961,90.9326,0.104665,26.7997,26.4331,999.9,0,0,9915,0,23.5365,-3.19572,200.085,202.938,1.92031,199.975,14.5964,1.50191,1.32729,12.9876,11.1115,1499.9,0.973001,0.0269994,0,1200.92,5.00005,18008.7,12457.2,42,43.875,43.062,43.437,44.062,1454.54,40.36,0,80.4000001,0,1202.048,-12.83846154,-184.1999999,18031.164,15,1634314518,11:15:17,1634314512,1634314518,19,-0.625,-0.002,3.54,-0.76,200,15,0.39,0.05,-3.22821825,-0.059493771,0.026794362,1,1.91197325,0.045905854,0.004521933,1,2,2,2-Feb,3.82276,2.70715,0.0485185,0.0502243,0.0825612,0.0727194,27834.2,23416.8,26264.1,24058.4,41143.1,36812.4,47492.9,42884,2.6885,1.7261,0.13474,0,24.2236,999.9,41.863,27.241,16.7125,56.0173,48.6098,3,-0.201598,-0.365441,20.2473,5.23301,11.986,4.9567,3.304,969.2,9999,2722.8,13.4,1.86823,1.86384,1.87149,1.86228,1.86173,1.86823,1.85836,1.86479,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.54,-0.76,4.1642,0,0,0,-0.75818,0,0,0,-1,-1,-1,-1,2,1.9,0.878906,2.33887,2.64893,2.89795,2.84424,2.31934,32.3328,15.7431,18,1190.96,360.672,24.9999,24.8039,30,24.7255,24.6701,17.6372,0,100,25,200,22.444,109.824,99.8735
19,r13_hn_yi,1634314590,3235,10/15/21 11:16,11:16:29,none,1634314590,0.003399627,3.399626506,2.207512457,98.446,72.6783464,6.616365275,8.962156243,0.159358012,2.777826791,0.154447837,0.096958455,241.7384399,27.34558172,26.404,3.455770584,42.64841822,1.506540959,3.532466201,1.949229625,-149.9235289,55.79990455,4.317406224,151.9322218,0,0,1,0,48452.61171,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-121-20211015-11_16_29,10411.5,1054.7464,1211.13,0.12912206,0.5,1261.2192,2.207512457,81.42561033,0.002543184,-1,NA,-,0,NA,NA,NA,NA,0.12912206,NA,NA,NA,121,300,300,300,10411.5,1184.59,-0.00739183,1.51,-,-,-,-,-,-,-,-,-,-,1500.01,1261.2192,0.840807195,0.161157886,6,0.5,0: Broadleaf,2,1634314590,98.446,99.9713,16.5488,14.5428,95.216,17.3108,1000.01,90.9325,0.103766,26.7766,26.404,999.9,0,0,10072.5,0,23.5365,-1.21565,100.418,101.447,2.00766,99.9713,14.5428,1.50498,1.32241,13.0188,11.0561,1500.01,0.973006,0.0269937,0,1048.65,5.00005,15754,12458.2,42,43.875,43.062,43.437,44.062,1454.65,40.36,0,96.4000001,0,1054.7464,-50.41153848,-744.0461538,15840.408,15,1634314618,11:16:58,1634314616,1634314618,20,-0.31,-0.002,3.23,-0.762,100,15,0.47,0.04,-1.23547725,-0.07362045,0.029151875,1,1.99845425,0.051448593,0.005031883,1,2,2,2-Feb,3.82283,2.70763,0.0251363,0.0264348,0.0826899,0.0725262,28517.9,24004.1,26263.8,24059.2,41136.3,36820.7,47492.6,42885.3,2.68778,1.725,0.133704,0,24.2113,999.9,41.765,27.241,16.6725,55.3173,48.6298,3,-0.202416,-0.373775,20.2474,5.23376,11.986,4.95695,3.304,971.9,9999,2722.8,13.4,1.86817,1.86386,1.87149,1.86226,1.86172,1.86821,1.85837,1.86479,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.23,-0.762,3.53965,0,0,0,-0.760355,0,0,0,-1,-1,-1,-1,1.3,1.2,0.532227,2.36572,2.64893,2.89917,2.84424,2.33521,32.3549,15.7344,18,1189.72,360.023,24.9998,24.7905,29.9999,24.7111,24.6562,10.6828,0,100,25,100,22.444,109.823,99.8766
20,r13_hn_yi,1634314732,3377.5,10/15/21 11:18,11:18:52,none,1634314732,0.003607471,3.607470963,0.177942004,49.7769,46.38926091,4.223296405,4.531708389,0.170829994,2.767749604,0.165181091,0.103730153,241.7123249,27.27585312,26.3508,3.444939453,42.80488894,1.510778856,3.529453979,1.934160597,-159.0894695,61.37209523,4.764217619,148.7591683,2,0,1,0,48180.07086,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-122-20211015-11_18_51,10410.1,912.47868,1026.65,0.111207636,0.5,1261.0845,0.177942004,70.12111333,0.000934071,-1,NA,-,0,NA,NA,NA,NA,0.111207636,NA,NA,NA,122,300,300,300,10410.1,1009.03,-0.00739071,1.59,-,-,-,-,-,-,-,-,-,-,1499.85,1261.0845,0.840807081,0.161157666,6,0.5,0: Broadleaf,2,1634314732,49.7769,49.9914,16.5946,14.4661,46.601,17.3599,1000.03,90.9357,0.10469,26.7621,26.3508,999.9,0,0,10012.5,0,23.5921,-0.214447,50.6169,50.7252,2.12855,49.9914,14.4661,1.50904,1.31548,13.0601,10.9769,1499.85,0.973006,0.0269937,0,908.146,5.00005,13675.7,12456.9,42,43.875,43.062,43.437,44.062,1454.5,40.35,0,142,0,912.47868,-34.76469235,-521.7923083,13738.944,15,1634314702,11:18:22,1634314692,1634314702,21,-0.054,-0.003,3.176,-0.765,50,14,0.36,0.05,-0.240935927,-0.045397422,0.019821166,1,2.119225854,0.050283972,0.005015341,1,2,2,2-Feb,3.82286,2.70804,0.0124619,0.0134257,0.0828673,0.0722503,28886.3,24324.5,26261.6,24058.8,41124.3,36831.5,47488.4,42885.4,2.68502,1.72462,0.132434,0,24.1788,999.9,41.564,27.251,16.6036,55.7173,48.6258,3,-0.202858,-0.370833,20.2473,5.23391,11.986,4.9568,3.304,976.1,9999,2722.8,13.4,1.8682,1.86385,1.87149,1.86229,1.86173,1.8682,1.85837,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.176,-0.7653,3.175965,0,0,0,-0.76529,0,0,0,-1,-1,-1,-1,0.7,0.5,0.356445,2.38159,2.64893,2.89917,2.84424,2.33032,32.3549,15.7081,18,1185.9,359.749,24.9997,24.78,30.0001,24.6966,24.6435,7.16844,0,100,25,50,22.444,109.814,99.8761
