obs,machine,id,time..2,elapsed,date,hhmmss,averaging,TIME..7,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,TIME..71,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time..112,hhmmss..113,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
59,alb,r16_ln_yi,1634251892,1871.6,10/14/21 17:51,17:51:32,none,1634251892,0.00037689,0.376889896,-0.819210109,400.411,448.2910377,40.29524153,35.99148009,0.02211539,2.743725395,0.022016834,0.01376934,0,25.02058797,24.609,3.106306564,50.19487838,1.607958795,3.203431997,1.498347769,-16.62084442,76.31178536,5.87529206,65.566233,0,0,1,0,47763.60983,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.819210109,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634251892,400.411,400.01,17.8888,17.6667,398.139,17.7771,999.949,89.7863,0.100042,25.1249,24.609,999.9,0,0,9997.5,0,0.00152894,0,0,0,0,0.8,0,-8.58,-1.1,34.875,39.687,36.75,38.75,35.25,0,0,0,1816.1,0,2.062,1.042307748,8.625384619,-6.8396,15,1634251741,17:49:01,1634251741,1634251737,137,-0.017,-0.001,2.272,0.108,400,18,0.24,0.12,0.379224805,0.159193861,0.033531137,1,2.162941176,-0.871761613,1.994446008,1,0.220619049,0.003781714,0.000801994,1,3,3,3-Mar,100,100,2.272,0.1117,1.658762669,0.001948428,-1.17E-06,3.75E-10,-0.053183939,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,2.5,2.6,1.61987,2.5354,2.84912,3.17749,3.09814,2.44141,33.9413,15.3316,18,1063.02,747.155,24.9997,23.7369,30,23.511,23.585,32.4426,14.038,51.172,25,400,17.5923,101.352,101.632
60,alb,r16_ln_yi,1634251897,1876.6,10/14/21 17:51,17:51:37,none,1634251897,0.00037265,0.372650088,-0.780843674,400.38,446.1467451,40.10203269,35.98827521,0.021866735,2.738334197,0.021770189,0.013615007,0,25.01997283,24.606,3.105749385,50.18476716,1.607481686,3.203126719,1.498267699,-16.4338689,76.3685196,5.891099421,65.82575012,0,0,1,0,47617.28072,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.780843674,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634251897,400.38,400.001,17.8837,17.6641,398.107,17.7721,999.961,89.7855,0.099797,25.1233,24.606,999.9,0,0,9965.62,0,0.0016245,0,0,0,0,1.71,0,-9.48,-1.79,35.562,39.75,36.5,38.875,35.25,0,0,0,1820.9,0,2.3888,5.011538484,-3.229999984,-6.4708,15,1634251741,17:49:01,1634251741,1634251737,137,-0.017,-0.001,2.272,0.108,400,18,0.24,0.12,0.392968878,-0.027455582,0.021939808,1,2.270294118,4.317159763,1.924260722,0,0.220727024,0.001879401,0.000872095,1,2,3,3-Feb,100,100,2.273,0.1116,1.658762669,0.001948428,-1.17E-06,3.75E-10,-0.053183939,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,2.6,2.7,1.61987,2.5415,2.84912,3.17749,3.09814,2.40356,33.9413,15.3228,18,1062.56,747.219,24.9999,23.7349,29.9999,23.509,23.5831,32.4421,14.038,51.172,25,400,17.5783,101.354,101.633
61,alb,r16_ln_yi,1634251902,1881.6,10/14/21 17:51,17:51:42,none,1634251902,0.000380315,0.380315436,-0.792289829,400.363,445.7786872,40.07072479,35.98834141,0.022330073,2.741878078,0.022229532,0.013902453,0,25.01557375,24.6014,3.104895214,50.18714862,1.607328176,3.20266885,1.497567038,-16.77191074,76.79255802,5.915944882,65.93659216,0,0,1,0,47714.06925,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.792289829,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634251902,400.363,399.979,17.8812,17.6571,398.091,17.7696,1000.04,89.7889,0.100379,25.1209,24.6014,999.9,0,0,9986.25,0,0.00152894,0,0,0,0,3.41,0,-13.18,-2.28,34.187,39.75,36.812,38.937,35.312,0,0,0,1825.7,0,2.674,2.694615345,-12.58615369,-6.9684,15,1634251741,17:49:01,1634251741,1634251737,137,-0.017,-0.001,2.272,0.108,400,18,0.24,0.12,0.385308293,-0.091616655,0.022034737,1,2.438,3.044383562,1.737202678,0,0.220807073,-0.000668655,0.000978102,1,2,3,3-Feb,100,100,2.272,0.1116,1.658762669,0.001948428,-1.17E-06,3.75E-10,-0.053183939,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,2.7,2.8,1.61987,2.53784,2.84912,3.17749,3.09814,2.43408,33.9413,15.3228,18,1063.15,747.082,25,23.7334,29.9999,23.5071,23.5816,32.4426,14.32,51.172,25,400,17.5658,101.353,101.635
62,alb,r6_ln_yi,1634252350,2329.1,10/14/21 17:59,17:59:09,none,1634252350,0.000172246,0.172246399,-0.417285309,400.209,453.8800113,40.79922565,35.97474419,0.010265177,2.748523652,0.010243926,0.006404359,0,25.09870527,24.4393,3.074925767,49.97009994,1.602799715,3.20751753,1.472126052,-7.59606619,104.7621338,8.045615182,105.2116828,0,0,1,0,47890.80984,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.417285309,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634252350,400.209,400,17.8307,17.7292,397.987,17.7181,1000.05,89.7899,0.099993,25.1463,24.4393,999.9,0,0,10025.6,0,0.00152894,0,0,0,0,5.49,0,-5.56,-1.89,35.562,41.5,37.875,41.75,36.687,0,0,0,2273.3,0,2.23,2.255384568,0.26846154,-2.9644,15,1634252273,17:57:52,1634252273,1634252270,138,-0.05,0.002,2.222,0.11,400,18,0.68,0.12,0.20539822,-0.129127756,0.036411108,1,1.911142857,1.939726027,1.487338508,0,0.09831161,0.011681298,0.001838508,1,2,3,3-Feb,100,100,2.222,0.1126,1.608992177,0.001948428,-1.17E-06,3.75E-10,-0.051333843,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.3,1.3,1.62109,2.54395,2.84912,3.17871,3.09814,2.3877,33.8509,15.244,18,1062.21,749.462,24.9999,23.6014,29.9999,23.3769,23.4507,32.4567,13.4604,53.8814,25,400,17.7468,101.381,101.653
63,alb,r6_ln_yi,1634252355,2334.1,10/14/21 17:59,17:59:14,none,1634252355,0.000168007,0.168006775,-0.365591032,400.203,447.3306854,40.20857587,35.97247677,0.010012149,2.745916711,0.009991912,0.00624676,0,25.10353596,24.4371,3.074520771,49.94912597,1.602480031,3.208224368,1.47204074,-7.409098768,105.5361916,8.112818296,106.2399112,0,0,1,0,47819.17789,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.365591032,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634252355,400.203,400.024,17.828,17.729,397.98,17.7154,1000.07,89.7855,0.100075,25.15,24.4371,999.9,0,0,10010.6,0,0.00152894,0,0,0,0,2.33,0,-6.06,-2.84,36.125,41.5,37.75,41.625,36.562,0,0,0,2278.1,0,2.2212,6.462307574,-6.172307536,-3.1516,15,1634252273,17:57:52,1634252273,1634252270,138,-0.05,0.002,2.222,0.11,400,18,0.68,0.12,0.200195366,-0.179024739,0.035141566,1,2.250294118,1.583723551,1.724492228,0,0.099377412,0.005083039,0.001380724,1,2,3,3-Feb,100,100,2.223,0.1126,1.608992177,0.001948428,-1.17E-06,3.75E-10,-0.051333843,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.4,1.4,1.62109,2.53784,2.84912,3.17871,3.09814,2.39624,33.8509,15.2615,18,1063.26,749.48,25,23.5994,29.9999,23.3754,23.4487,32.4547,13.4604,54.2518,25,400,17.7468,101.384,101.656
64,alb,r6_ln_yi,1634252360,2339.1,10/14/21 17:59,17:59:19,none,1634252360,0.000139317,0.13931679,-0.447414674,400.195,474.7890119,42.67758278,35.97251582,0.008301382,2.743749784,0.008287453,0.005180908,0,25.11244226,24.4418,3.075386046,49.98278467,1.603655375,3.208415429,1.471730671,-6.143870434,104.9056004,8.070943813,106.8326738,0,0,1,0,47760.12012,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.447414674,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634252360,400.195,399.96,17.8407,17.7586,397.972,17.7279,999.985,89.7876,0.0998694,25.151,24.4418,999.9,0,0,9997.5,0,0.00152894,0,0,0,0,1.44,0,-3.06,-2.43,36.25,41.562,38.125,41.75,36.625,0,0,0,2283.5,0,2.295,-5.30564111,1.708718035,-3.292307692,15,1634252273,17:57:52,1634252273,1634252270,138,-0.05,0.002,2.222,0.11,400,18,0.68,0.12,0.195439829,-0.027112495,0.027226721,1,2.019117647,2.529839391,1.756147802,0,0.097544115,-0.023028615,0.004479635,1,2,3,3-Feb,100,100,2.223,0.1128,1.608992177,0.001948428,-1.17E-06,3.75E-10,-0.051333843,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.4,1.5,1.62109,2.53906,2.84912,3.17871,3.09814,2.4292,33.8509,15.2615,18,1062.64,749.668,25.0001,23.5976,30,23.3729,23.4473,32.4564,13.4604,54.2518,25,400,17.7468,101.384,101.656
65,alb,r6_ln_yi,1634252365,2344.1,10/14/21 17:59,17:59:24,none,1634252365,0.00015799,0.157990469,-0.506574567,400.229,474.5650551,42.65744712,35.97556799,0.009431438,2.745013162,0.009413472,0.005885031,0,25.10729276,24.4352,3.074171039,50.01891995,1.604814745,3.208415429,1.469356294,-6.967379667,105.9306333,8.14578353,107.1090371,0,0,1,0,47794.48314,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.506574567,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634252365,400.229,399.963,17.8536,17.7605,398.007,17.7406,1000.02,89.7876,0.0998594,25.151,24.4352,999.9,0,0,10005,0,0.00152894,0,0,0,0,1.24,0,-3.1,-2.34,36.312,41.562,38,41.687,36.625,0,0,0,2288.3,0,2.175769231,-5.551794954,2.899487248,-3.451923077,15,1634252273,17:57:52,1634252273,1634252270,138,-0.05,0.002,2.222,0.11,400,18,0.68,0.12,0.200536293,0.232996704,0.031458872,1,2.220285714,-4.34183953,1.788463803,0,0.094612893,-0.053624597,0.006744788,1,2,3,3-Feb,100,100,2.222,0.113,1.608992177,0.001948428,-1.17E-06,3.75E-10,-0.051333843,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.5,1.6,1.62109,2.5415,2.84912,3.17749,3.09814,2.39258,33.8509,15.2615,18,1062.28,749.5,25,23.5956,30,23.371,23.4453,32.4565,13.4604,54.2518,25,400,17.7385,101.386,101.656
66,alb,r6_ln_yi,1634252370,2349.1,10/14/21 17:59,17:59:29,none,1634252370,0.000159171,0.159170913,-0.343691201,400.198,446.837759,40.16515417,35.97282022,0.009493509,2.742485864,0.00947529,0.00592369,0,25.10852858,24.4443,3.075846386,50.02569369,1.605185012,3.208721147,1.470661373,-7.019437282,104.7242076,8.060867938,105.7656382,0,0,1,0,47725.49347,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.343691201,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634252370,400.198,400.03,17.8577,17.7639,397.975,17.7447,999.969,89.7876,0.0999562,25.1526,24.4443,999.9,0,0,9990,0,0.00152894,0,0,0,0,1.3,0,-3.05,-2.33,36.875,41.562,38.187,41.75,36.687,0,0,0,2293.1,0,1.725384615,-4.626324847,9.396923126,-2.82,15,1634252273,17:57:52,1634252273,1634252270,138,-0.05,0.002,2.222,0.11,400,18,0.68,0.12,0.219591829,0.258116509,0.032806412,1,1.993823529,-5.179141104,2.035524235,0,0.093702739,-0.025318564,0.006330627,1,2,3,3-Feb,100,100,2.223,0.113,1.608992177,0.001948428,-1.17E-06,3.75E-10,-0.051333843,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.6,1.7,1.61987,2.53906,2.84912,3.17871,3.09814,2.43286,33.8509,15.2615,18,1062.68,749.728,25.0001,23.5936,29.9999,23.3695,23.4433,32.4534,13.4604,54.2518,25,400,17.7305,101.384,101.657
67,alb,r6_ln_yi,1634252375,2354.1,10/14/21 17:59,17:59:34,none,1634252375,0.000164444,0.164444327,-0.345825277,400.204,445.3093942,40.02770952,35.97330231,0.009817887,2.748484208,0.009798445,0.006125771,0,25.10616069,24.4358,3.074281477,50.02271009,1.604993695,3.20853007,1.469287782,-7.251994826,106.0645817,8.145832767,106.9584196,0,0,1,0,47888.83848,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.345825277,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634252375,400.204,400.036,17.8556,17.7587,397.981,17.7426,1000.05,89.7878,0.0996132,25.1516,24.4358,999.9,0,0,10025.6,0,0.00152894,0,0,0,0,1.43,0,-1.92,-1.88,36.25,41.562,37.937,41.75,36.687,0,0,0,2298.5,0,1.5428,-2.4684615,6.906923164,-2.5416,15,1634252273,17:57:52,1634252273,1634252270,138,-0.05,0.002,2.222,0.11,400,18,0.68,0.12,0.230246146,0.149930906,0.031032675,1,1.640882353,-4.538292477,2.068027431,0,0.091891315,0.010908621,0.005024302,1,2,3,3-Feb,100,100,2.223,0.113,1.608992177,0.001948428,-1.17E-06,3.75E-10,-0.051333843,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.7,1.7,1.62109,2.54639,2.84912,3.17871,3.09814,2.38403,33.8509,15.244,18,1063.19,749.467,24.9999,23.5916,30,23.3675,23.4414,32.4578,13.4604,54.2518,25,400,17.725,101.387,101.658
68,alb,r6_ln_yi,1634252380,2359.1,10/14/21 17:59,17:59:39,none,1634252380,0.000167319,0.167318924,-0.495294414,400.231,468.0539316,42.0718444,35.97546184,0.009988037,2.742785857,0.009967874,0.006231729,0,25.10677726,24.4371,3.074520771,50.01759,1.604972775,3.208816689,1.469547995,-7.378764565,105.8742549,8.1482237,106.6437141,0,0,1,0,47733.55116,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.495294414,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634252380,400.231,399.974,17.8555,17.7569,398.009,17.7425,999.988,89.7867,0.100045,25.1531,24.4371,999.9,0,0,9991.88,0,0.00152894,0,0,0,0,2.29,0,-9.07,-3.32,36.5,41.562,38.062,41.875,36.687,0,0,0,2303.3,0,1.3616,1.265384623,-15.74384601,-2.814,15,1634252273,17:57:52,1634252273,1634252270,138,-0.05,0.002,2.222,0.11,400,18,0.68,0.12,0.231906707,-0.112715122,0.029772609,1,1.526571429,-1.090097847,1.967327328,0,0.092803771,0.040262701,0.004974695,1,2,3,3-Feb,100,100,2.222,0.113,1.608992177,0.001948428,-1.17E-06,3.75E-10,-0.051333843,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.8,1.8,1.62109,2.53906,2.84912,3.17871,3.09814,2.3877,33.8509,15.2615,18,1062.39,749.608,25,23.5896,30,23.3655,23.4399,32.4597,13.4604,54.2518,25,400,17.7208,101.387,101.657
69,alb,r6_ln_yi,1634252385,2364.1,10/14/21 17:59,17:59:44,none,1634252385,0.000170707,0.170706634,-0.38996749,400.195,450.1073269,40.46102703,35.97431045,0.010192338,2.744150948,0.010171353,0.006358978,0,25.10856128,24.4362,3.074355104,50.00908541,1.604957911,3.20933266,1.469397193,-7.52816255,106.4595424,8.189266791,107.1206466,0,0,1,0,47770.35951,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.38996749,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634252385,400.195,400.002,17.8543,17.7537,397.973,17.7413,999.953,89.7921,0.0998538,25.1558,24.4362,999.9,0,0,9999.38,0,0.00152894,0,0,0,0,0.46,0,-2.85,-2.54,36.375,41.562,37.75,41.812,36.687,0,0,0,2308.1,0,1.438,1.737692445,1.429230899,-2.7848,15,1634252273,17:57:52,1634252273,1634252270,138,-0.05,0.002,2.222,0.11,400,18,0.68,0.12,0.22658922,-0.14597816,0.033058283,1,1.52,-0.018134469,1.984091139,1,0.096733963,0.026797265,0.003409292,1,3,3,3-Mar,100,100,2.222,0.113,1.608992177,0.001948428,-1.17E-06,3.75E-10,-0.051333843,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.9,1.9,1.62109,2.5415,2.84912,3.17871,3.09814,2.39136,33.8283,15.244,18,1061.81,749.667,24.9999,23.5876,30,23.3641,23.4374,32.4573,13.4604,54.2518,25,400,17.7192,101.388,101.656
70,alb,r6_ln_yi,1634252390,2369.1,10/14/21 17:59,17:59:49,none,1634252390,0.000175302,0.175301935,-0.558504694,400.205,474.0441888,42.61261099,35.97508499,0.010460567,2.743191044,0.010438457,0.006526018,0,25.10827393,24.4418,3.075386046,50.00929554,1.605060232,3.209523778,1.470325814,-7.73081535,105.7420046,8.137187749,106.148377,0,0,1,0,47744.08077,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.558504694,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634252390,400.205,399.912,17.8555,17.7522,397.982,17.7425,1000.03,89.7915,0.100143,25.1568,24.4418,999.9,0,0,9993.75,0,0.00152894,0,0,0,0,3.61,0,-3.51,-1.69,35.937,41.625,38,41.875,36.75,0,0,0,2313.5,0,1.839230769,4.428034249,2.646495843,-2.910384615,15,1634252273,17:57:52,1634252273,1634252270,138,-0.05,0.002,2.222,0.11,400,18,0.68,0.12,0.219963244,0.008400251,0.032630171,1,1.673235294,6.79704142,1.994011211,0,0.09749392,0.020980867,0.003226662,1,2,3,3-Feb,100,100,2.223,0.113,1.608992177,0.001948428,-1.17E-06,3.75E-10,-0.051333843,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.9,2,1.62109,2.54395,2.84912,3.17871,3.09814,2.37305,33.8283,15.2528,18,1064.34,749.785,25,23.5857,29.9999,23.3616,23.4359,32.4623,13.4604,54.2518,25,400,17.7134,101.388,101.656
71,alb,r6_ln_yi,1634252395,2374.1,10/14/21 17:59,17:59:54,none,1634252395,0.000157647,0.157647478,-0.274769268,400.282,435.8738932,39.18137899,35.98196862,0.00940442,2.744884242,0.009386556,0.0058682,0,25.11638602,24.442,3.075422871,49.99775396,1.604995611,3.210135424,1.47042726,-6.952253788,106.251219,8.171469834,107.4704351,0,0,1,0,47789.61873,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.274769268,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634252395,400.282,400.155,17.8548,17.7619,398.059,17.7419,999.996,89.7915,0.100048,25.16,24.442,999.9,0,0,10003.8,0,0.00152894,0,0,0,0,0.85,0,-2,-2.18,36.312,41.625,37.75,41.875,36.687,0,0,0,2318.3,0,1.952307692,0.438974494,6.875555506,-2.134230769,15,1634252273,17:57:52,1634252273,1634252270,138,-0.05,0.002,2.222,0.11,400,18,0.68,0.12,0.238838756,0.320926035,0.05258932,1,1.947428571,1.320704501,1.767793367,0,0.099196112,0.007417302,0.002359379,1,2,3,3-Feb,100,100,2.223,0.1129,1.608992177,0.001948428,-1.17E-06,3.75E-10,-0.051333843,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,2,2.1,1.62109,2.54272,2.84912,3.17871,3.09814,2.42188,33.8509,15.2528,18,1062.47,750.013,24.9999,23.5837,29.9999,23.3602,23.4341,32.4552,13.4604,54.6261,25,400,17.7102,101.386,101.656
72,alb,r6_ln_yi,1634252400,2379.1,10/14/21 17:59,17:59:59,none,1634252400,0.00014917,0.149170413,-0.506389105,400.274,479.6316266,43.11301494,35.97973525,0.008900276,2.74659583,0.008884285,0.005554112,0,25.12085519,24.4475,3.076435708,50.0383944,1.606501102,3.210536872,1.469934606,-6.57841523,105.8140194,8.133086071,107.3686902,0,0,1,0,47835.75992,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.506389105,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634252400,400.274,400.006,17.8723,17.7844,398.052,17.759,1000.03,89.7876,0.100165,25.1621,24.4475,999.9,0,0,10014.4,0,0.00152894,0,0,0,0,0.61,0,-1.22,-1.95,35.562,41.625,38.125,41.812,36.687,0,0,0,2323.1,0,1.879615385,-3.051281983,0.859487101,-2.286923077,15,1634252273,17:57:52,1634252273,1634252270,138,-0.05,0.002,2.222,0.11,400,18,0.68,0.12,0.232062415,-0.022118676,0.061920884,1,1.838823529,0.521978215,1.741640141,1,0.096499354,-0.048917099,0.006646307,1,3,3,3-Mar,100,100,2.222,0.1133,1.608992177,0.001948428,-1.17E-06,3.75E-10,-0.051333843,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,2.1,2.2,1.62109,2.54639,2.84912,3.17871,3.09814,2.38159,33.8509,15.244,18,1062.66,750.008,24.9999,23.5817,30,23.3582,23.4321,32.4587,13.4604,54.6261,25,400,17.681,101.388,101.655
73,alb,r6_ln_yi,1634252405,2384.1,10/14/21 18:00,18:00:04,none,1634252405,0.000184458,0.184458426,-0.398821395,400.259,446.9875457,40.17732044,35.97714133,0.011001129,2.745273073,0.010976696,0.006862626,0,25.11537559,24.4549,3.077798894,50.03140918,1.606688172,3.211359022,1.471110722,-8.134616588,105.3042497,8.098281123,105.2679143,0,0,1,0,47799.01465,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.398821395,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634252405,400.259,400.064,17.875,17.7663,398.036,17.7617,999.97,89.7844,0.100253,25.1664,24.4549,999.9,0,0,10006.9,0,0.00152894,0,0,0,0,2.36,0,-4.23,-2.32,36.187,41.625,38.125,41.75,36.687,0,0,0,2328.5,0,1.866,4.623846174,-7.778461609,-1.9896,15,1634252273,17:57:52,1634252273,1634252270,138,-0.05,0.002,2.222,0.11,400,18,0.68,0.12,0.237881561,-0.018796181,0.062681516,1,1.925882353,-0.591377853,1.607058178,1,0.094889959,-0.030179005,0.006839532,1,3,3,3-Mar,100,100,2.223,0.1133,1.608992177,0.001948428,-1.17E-06,3.75E-10,-0.051333843,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,2.2,2.2,1.62109,2.5415,2.84912,3.17993,3.09814,2.40112,33.8283,15.2528,18,1062.85,749.932,24.9999,23.5797,30,23.3562,23.43,32.4568,13.7351,54.6261,25,400,17.6657,101.388,101.656
74,alb,r4_hn_yi,1634252829,2808.5,10/14/21 18:07,18:07:09,none,1634252829,0.000180373,0.180373284,-0.502187541,400.262,464.6138721,41.76693056,35.98195439,0.010566004,2.745172671,0.010543463,0.006591685,0,25.07630247,24.5627,3.097717159,49.94244191,1.59999605,3.203680054,1.497721109,-7.954461824,83.39673159,6.415928211,81.85819797,0,0,1,0,47802.98396,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.502187541,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634252829,400.262,400.004,17.7983,17.692,397.971,17.6847,999.979,89.7961,0.0999041,25.1262,24.5627,999.9,0,0,10005,0,0.00152894,0,0,0,0,2.31,0,-5.8,-1.09,35.75,40.687,37.25,40.375,35.812,0,0,0,2752.7,0,2.048461538,0.146324806,11.78529914,-5.437692308,15,1634252760,18:06:00,1634252760,1634252756,139,0.068,0.002,2.29,0.112,400,18,0.35,0.11,0.26816485,-0.039210934,0.022617469,1,2.305714286,-2.352093933,1.75949065,0,0.104493973,0.00134956,0.003126675,1,2,3,3-Feb,100,100,2.291,0.1136,1.677213779,0.001948428,-1.17E-06,3.75E-10,-0.049765708,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.1,1.2,1.62109,2.54272,2.84912,3.17993,3.09814,2.44141,33.8057,15.2003,18,1061.41,751.14,24.9999,23.4888,30.0001,23.2567,23.3294,32.4585,14.0742,56.4831,25,400,17.7328,101.406,101.666
